"","pawsid","slackDomain","filename","timestamp","exercise","task","totalscore","chunk"
"633","rcome15","isds1102s4","rcome15_e1a_1536254176762.xlsx","2018-09-06 17:05:38","e1","a","81.25","e1a"
"634","rcome15","isds1102s4","rcome15_e1a_1536255317617.xlsx","2018-09-06 17:24:38","e1","a","80.25","e1a"
"635","rcome15","isds1102s4","rcome15_e1b_1536255322693.xlsx","2018-09-06 17:24:43","e1","b","87.5","e1b"
"636","rcome15","isds1102s4","rcome15_e1d_1536264543006.xlsx","2018-09-06 19:58:23","e1","d","50.0","e1d"
"637","rcome15","isds1102s4","rcome15_e1c_1536264551232.xlsx","2018-09-06 19:58:32","e1","c","53.3333333333","e1c"
"638","rcome15","isds1102s4","rcome15_e1b_1536264557502.xlsx","2018-09-06 19:58:38","e1","b","87.5","e1b"
"639","rcome15","isds1102s4","rcome15_e1a_1536264563995.xlsx","2018-09-06 19:58:44","e1","a","80.25","e1a"
"640","rcome15","isds1102s4","rcome15_e1c_1536264818059.xlsx","2018-09-06 20:02:59","e1","c","53.3333333333","e1c"
"641","rcome15","isds1102s4","rcome15_e1b_1536265103212.xlsx","2018-09-06 20:07:45","e1","b","100.0","e1b"
"642","rcome15","isds1102s4","rcome15_e1a_1536265116499.xlsx","2018-09-06 20:07:57","e1","a","80.25","e1a"
"643","rcome15","isds1102s4","rcome15_e1a_1536265679316.xlsx","2018-09-06 20:17:20","e1","a","100.0","e1a"
"644","rcome15","isds1102s4","rcome15_e1b_1536265754709.xlsx","2018-09-06 20:18:35","e1","b","100.0","e1b"
"645","rcome15","isds1102s4","rcome15_e1a_1536265977822.xlsx","2018-09-06 20:22:18","e1","a","100.0","e1a"
"646","rcome15","isds1102s4","rcome15_e1b_1536265983472.xlsx","2018-09-06 20:22:24","e1","b","100.0","e1b"
"647","rcome15","isds1102s4","rcome15_e1c_1536266008237.xlsx","2018-09-06 20:22:49","e1","c","53.3333333333","e1c"
"648","rcome15","isds1102s4","rcome15_e1d_1536266013722.xlsx","2018-09-06 20:22:54","e1","d","50.0","e1d"
"649","trich66","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"650","brodr35","isds1102s4","brodr35_e1a_1536188467295.xlsx","2018-09-05 22:50:32","e1","a","93.75","e1a"
"651","gcress2","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"652","shealy3","isds1102s4","shealy3_e1a_1536286227881.xlsx","2018-09-07 01:59:48","e1","a","100.0","e1a"
"653","nblanc7","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"654","pklous1","isds1102s4","pklous1_e1a_1536188349496.xlsx","2018-09-05 22:48:33","e1","a","100.0","e1a"
"655","pklous1","isds1102s4","pklous1_e1a_1536188370727.xlsx","2018-09-05 22:48:54","e1","a","100.0","e1a"
"656","pklous1","isds1102s4","pklous1_e1b_1536528419385.xlsx","2018-09-09 21:16:11","e1","b","100.0","e1b"
"657","nnicho9","isds1102s4","nnicho9_e1a_1536623571134.xlsx","2018-09-10 23:41:58","e1","a","75.0","e1a"
"658","nnicho9","isds1102s4","nnicho9_e1a_1536623741572.xlsx","2018-09-10 23:44:49","e1","a","75.0","e1a"
"659","nnicho9","isds1102s4","nnicho9_e1a_1536624050666.xlsx","2018-09-10 23:49:58","e1","a","75.0","e1a"
"660","nnicho9","isds1102s4","nnicho9_e1a_1536624184152.xlsx","2018-09-10 23:52:12","e1","a","86.75","e1a"
"661","nnicho9","isds1102s4","nnicho9_e1a_1536624252538.xlsx","2018-09-10 23:53:20","e1","a","99.25","e1a"
"662","tsmi281","isds1102s4","tsmi281_e1a_1536623550567.xlsx","2018-09-10 23:41:39","e1","a","93.25","e1a"
"663","tsmi281","isds1102s4","tsmi281_e1a_1536623670728.xlsx","2018-09-10 23:43:38","e1","a","100.0","e1a"
"664","pgreay1","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"665","nspiza1","isds1102s4","nspiza1_e1a_1536188305648.xlsx","2018-09-05 22:47:49","e1","a","100.0","e1a"
"666","jphea1","isds1102s4","jphea1_e1a_1536542850508.xlsx","2018-09-10 01:16:41","e1","a","87.5","e1a"
"667","jphea1","isds1102s4","jphea1_e1a_1536612994048.xlsx","2018-09-10 20:45:42","e1","a","87.5","e1a"
"668","jphea1","isds1102s4","jphea1_e1b_1536613697147.xlsx","2018-09-10 20:57:25","e1","b","75.0","e1b"
"669","jphea1","isds1102s4","jphea1_e1c_1536623792338.xlsx","2018-09-10 23:45:41","e1","c","94.5","e1c"
"670","ldelan2","isds1102s6","ldelan2_e1a_1536187053498.xlsx","2018-09-05 22:26:58","e1","a","100.0","e1a"
"671","ldelan2","isds1102s6","ldelan2_e1b_1536187857685.xlsx","2018-09-05 22:40:22","e1","b","100.0","e1b"
"672","rlevra1","isds1102s6","rlevra1_e1a_1536188077118.xlsx","2018-09-05 22:44:00","e1","a","97.25","e1a"
"673","rlevra1","isds1102s6","rlevra1_e1b_1536188776699.xlsx","2018-09-05 22:55:40","e1","b","100.0","e1b"
"674","cnicol5","isds1102s6","cnicol5_e1a_1536188243986.xlsx","2018-09-05 22:46:47","e1","a","87.5","e1a"
"675","bmil132","isds1102s6","bmil132_e1a_1536188030828.xlsx","2018-09-05 22:43:15","e1","a","88.5","e1a"
"676","fpoche2","isds1102s6","fpoche2_e1a_1536187581686.xlsx","2018-09-05 22:35:46","e1","a","94.75","e1a"
"677","fpoche2","isds1102s6","fpoche2_e1a_1536613273542.xlsx","2018-09-10 20:50:21","e1","a","94.75","e1a"
"678","fpoche2","isds1102s6","fpoche2_e1b_1536613345509.xlsx","2018-09-10 20:51:35","e1","b","100.0","e1b"
"679","fpoche2","isds1102s6","fpoche2_e1c_1536613499591.xlsx","2018-09-10 20:54:08","e1","c","100.0","e1c"
"680","fpoche2","isds1102s6","fpoche2_e1d_1536613565130.xlsx","2018-09-10 20:55:13","e1","d","100.0","e1d"
"681","sobri17","isds1102s4","sobri17_e1a_1536188539147.xlsx","2018-09-05 22:51:43","e1","a","100.0","e1a"
"682","nroble4","isds1102s4","nroble4_e1a_1536188430105.xlsx","2018-09-05 22:49:53","e1","a","100.0","e1a"
"683","cjac148","isds1102s6",NA,NA,NA,NA,NA,"NANA"
"684","tahluw1","isds1102s3","tahluw1_e1a_1536598451599.xlsx","2018-09-10 16:43:20","e1","a","93.75","e1a"
"685","tahluw1","isds1102s3","tahluw1_e1a_1536598830010.xlsx","2018-09-10 16:49:38","e1","a","93.75","e1a"
"686","tahluw1","isds1102s3","tahluw1_e1a_1536599160715.xlsx","2018-09-10 16:55:09","e1","a","97.25","e1a"
"687","cours11","isds1102s5",NA,NA,NA,NA,NA,"NANA"
"688","jmackl1","isds1102s6",NA,NA,NA,NA,NA,"NANA"
"689","aberr19","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"690","dcoop32","isds1102s3","dcoop32_e1a_1536182934768.xlsx","2018-09-05 21:18:20","e1","a","100.0","e1a"
"691","jdaven7","isds1102s3","jdaven7_e1a_1536182784329.xlsx","2018-09-05 21:15:48","e1","a","87.5","e1a"
"692","jdaven7","isds1102s3","jdaven7_e1a_1536551361306.xlsx","2018-09-10 03:38:31","e1","a","87.5","e1a"
"693","jdaven7","isds1102s3","jdaven7_e1b_1536551588355.xlsx","2018-09-10 03:42:19","e1","b","87.5","e1b"
"694","jdaven7","isds1102s3","jdaven7_e1c_1536559743999.xlsx","2018-09-10 05:58:16","e1","c","83.3333333333","e1c"
"695","jpitr36","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"696","adurha3","isds1102s5",NA,NA,NA,NA,NA,"NANA"
"697","dbroo32","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"698","mhulin4","isds1102s5",NA,NA,NA,NA,NA,"NANA"
"699","dahmed3","isds1102s5","dahmed3_e1a_1536080229518.xlsx","2018-09-04 16:46:39","e1","a","100.0","e1a"
"700","dahmed3","isds1102s5","dahmed3_e1b_1536251406635.xlsx","2018-09-06 16:19:28","e1","b","93.75","e1b"
"701","dahmed3","isds1102s5","dahmed3_e1b_1536251628560.xlsx","2018-09-06 16:23:09","e1","b","93.75","e1b"
"702","dahmed3","isds1102s5","dahmed3_e1d_1536616906344.xlsx","2018-09-10 21:50:54","e1","d","100.0","e1d"
"703","fgindy1","isds1102s5","fgindy1_e1a_1536251550655.xlsx","2018-09-06 16:21:52","e1","a","92.0","e1a"
"704","fgindy1","isds1102s5","fgindy1_e1b_1536252066058.xlsx","2018-09-06 16:30:27","e1","b","89.0","e1b"
"705","wjone67","isds1102s6","wjone67_e1a_1536186836045.xlsx","2018-09-05 22:23:19","e1","a","81.25","e1a"
"706","jwal144","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"707","bbro159","isds1102s3","bbro159_e1a_1536183058268.xlsx","2018-09-05 21:20:22","e1","a","100.0","e1a"
"708","bbro159","isds1102s3","bbro159_e1b_1536185570102.xlsx","2018-09-05 22:02:13","e1","b","100.0","e1b"
"709","bbro159","isds1102s3","bbro159_e1c_1536293361045.xlsx","2018-09-07 03:58:40","e1","c","100.0","e1c"
"710","bbro159","isds1102s3","bbro159_e1d_1536294047723.xlsx","2018-09-07 04:10:07","e1","d","0.0","e1d"
"711","bbro159","isds1102s3","bbro159_e1d_1536294378776.xlsx","2018-09-07 04:15:38","e1","d","100.0","e1d"
"712","cheld2","isds1102s6","cheld2_e1a_1536187385626.xlsx","2018-09-05 22:32:29","e1","a","88.75","e1a"
"713","cheld2","isds1102s6","cheld2_e1c_1536187398977.xlsx","2018-09-05 22:32:42","e1","c","96.6666666667","e1c"
"714","cheld2","isds1102s6","cheld2_e1b_1536187732346.xlsx","2018-09-05 22:38:15","e1","b","100.0","e1b"
"715","cheld2","isds1102s6","cheld2_e1d_1536188661812.xlsx","2018-09-05 22:53:46","e1","d","66.6666666667","e1d"
"716","awade13","isds1102s3","awade13_e1a_1536182769931.xlsx","2018-09-05 21:15:33","e1","a","100.0","e1a"
"717","awade13","isds1102s3","awade13_e1a_1536182855058.xlsx","2018-09-05 21:16:58","e1","a","100.0","e1a"
"718","kainsw2","isds1102s6",NA,NA,NA,NA,NA,"NANA"
"719","ralsbu1","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"720","jand214","isds1102s4","jand214_e1a_1536188585242.xlsx","2018-09-05 22:52:28","e1","a","94.75","e1a"
"721","tsand39","isds1102s5",NA,NA,NA,NA,NA,"NANA"
"722","icarls2","isds1102s6","icarls2_e1a_1536186256620.xlsx","2018-09-05 22:13:40","e1","a","93.75","e1a"
"723","icarls2","isds1102s6","icarls2_e1b_1536187039172.xlsx","2018-09-05 22:26:43","e1","b","87.5","e1b"
"724","icarls2","isds1102s6","icarls2_e1a_1536293521073.xlsx","2018-09-07 04:01:21","e1","a","93.75","e1a"
"725","icarls2","isds1102s6","icarls2_e1b_1536293526653.xlsx","2018-09-07 04:01:26","e1","b","87.5","e1b"
"726","icarls2","isds1102s6","icarls2_e1c_1536293536427.xlsx","2018-09-07 04:01:36","e1","c","37.5","e1c"
"727","icarls2","isds1102s6","icarls2_e1d_1536293543582.xlsx","2018-09-07 04:01:43","e1","d","0.0","e1d"
"728","lmober1","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"729","sli51","isds1102s3","sli51_e1b_1536184525205.xlsx","2018-09-05 21:44:49","e1","b","100.0","e1b"
"730","sli51","isds1102s3","sli51_e1b_1536184943466.xlsx","2018-09-05 21:51:47","e1","b","100.0","e1b"
"731","sli51","isds1102s3","sli51_e1b_1536278849528.xlsx","2018-09-06 23:56:50","e1","b","100.0","e1b"
"732","sli51","isds1102s3","sli51_e1a_1536279623934.xlsx","2018-09-07 00:09:44","e1","a","100.0","e1a"
"733","sli51","isds1102s3","sli51_e1c_1536385163776.xlsx","2018-09-08 05:28:42","e1","c","96.6666666667","e1c"
"734","sli51","isds1102s3","sli51_e1d_1536551984715.xlsx","2018-09-10 03:48:55","e1","d","83.3333333333","e1d"
"735","rcarmo2","isds1102s3","rcarmo2_e1a_1536184967882.xlsx","2018-09-05 21:52:11","e1","a","93.75","e1a"
"736","ctimes1","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"737","nleben1","isds1102s4","nleben1_e1a_1536188479210.xlsx","2018-09-05 22:50:42","e1","a","56.25","e1a"
"738","gstoke6","isds1102s3","gstoke6_e1a_1536182662848.xlsx","2018-09-05 21:13:47","e1","a","100.0","e1a"
"739","gstoke6","isds1102s3","gstoke6_e1a_1536182840172.xlsx","2018-09-05 21:16:44","e1","a","100.0","e1a"
"740","ahart27","isds1102s6","ahart27_e1a_1536186720802.xlsx","2018-09-05 22:21:24","e1","a","87.5","e1a"
"741","ahart27","isds1102s6","ahart27_e1b_1536187202582.xlsx","2018-09-05 22:29:26","e1","b","100.0","e1b"
"742","fhowar1","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"743","jsowar2","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"744","dbytin1","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"745","aburgo6","isds1102s3","aburgo6_e1b_1536549172127.xlsx","2018-09-10 03:02:02","e1","b","100.0","e1b"
"746","bboud75","isds1102s3","bboud75_e1a_1536255313861.xlsx","2018-09-06 17:24:35","e1","a","100.0","e1a"
"747","bboud75","isds1102s3","bboud75_e1b_1536256004066.xlsx","2018-09-06 17:36:05","e1","b","100.0","e1b"
"748","mvarne4","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"749","lbalut1","isds1102s3","lbalut1_e1a_1536269774385.xlsx","2018-09-06 21:25:35","e1","a","81.25","e1a"
"750","lbalut1","isds1102s3","lbalut1_e1b_1536270538031.xlsx","2018-09-06 21:38:18","e1","b","75.0","e1b"
"751","lbalut1","isds1102s3","lbalut1_e1d_1536358995210.xlsx","2018-09-07 22:12:32","e1","d","66.6666666667","e1d"
"752","lbalut1","isds1102s3","lbalut1_e1c_1536359834567.xlsx","2018-09-07 22:26:32","e1","c","100.0","e1c"
"753","jnewbo1","isds1102s4","jnewbo1_e1b_1536531645560.xlsx","2018-09-09 22:09:56","e1","b","87.5","e1b"
"754","mpruit4","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"755","jkilgo6","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"756","mcromw2","isds1102s6",NA,NA,NA,NA,NA,"NANA"
"757","kwalk83","isds1102s6","kwalk83_e1a_1536200910464.xlsx","2018-09-06 02:17:53","e1","a","93.25","e1a"
"758","kwalk83","isds1102s6","kwalk83_e1a_1536200971588.xlsx","2018-09-06 02:18:54","e1","a","93.25","e1a"
"759","aferro5","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"760","tmcnai1","isds1102s4","tmcnai1_e1a_1536465007117.xlsx","2018-09-09 03:39:20","e1","a","93.75","e1a"
"761","tmcnai1","isds1102s4","tmcnai1_e1a_1536465051294.xlsx","2018-09-09 03:40:04","e1","a","93.75","e1a"
"762","tmcnai1","isds1102s4","tmcnai1_e1b_1536534255058.xlsx","2018-09-09 22:53:26","e1","b","100.0","e1b"
"763","nsmi121","isds1102s4","nsmi121_e1a_1536188378924.xlsx","2018-09-05 22:49:02","e1","a","100.0","e1a"
"764","aroy31","isds1102s6","aroy31_e1a_1536186594431.xlsx","2018-09-05 22:19:18","e1","a","88.25","e1a"
"765","aroy31","isds1102s6","aroy31_e1b_1536187410875.xlsx","2018-09-05 22:32:54","e1","b","100.0","e1b"
"766","rhugue4","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"767","bloupe4","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"768","aparti4","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"769","dmiche9","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"770","kadeyi1","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"771","wboone2","isds1102s3","wboone2_e1a_1536182232483.xlsx","2018-09-05 21:06:36","e1","a","93.75","e1a"
"772","wboone2","isds1102s3","wboone2_e1b_1536183037951.xlsx","2018-09-05 21:20:01","e1","b","87.5","e1b"
"773","ahenr37","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"774","xreyes1","isds1102s3","xreyes1_e1a_1536183040259.xlsx","2018-09-05 21:20:04","e1","a","100.0","e1a"
"775","jgavin3","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"776","sbroo19","isds1102s4","sbroo19_e1a_1536188657177.xlsx","2018-09-05 22:53:40","e1","a","87.5","e1a"
"777","sbroo19","isds1102s4","sbroo19_e1a_1536519143073.xlsx","2018-09-09 18:41:34","e1","a","87.5","e1a"
"778","sbroo19","isds1102s4","sbroo19_e1b_1536519737620.xlsx","2018-09-09 18:51:29","e1","b","87.5","e1b"
"779","sbroo19","isds1102s4","sbroo19_e1c_1536521055983.xlsx","2018-09-09 19:13:27","e1","c","70.0","e1c"
"780","sbroo19","isds1102s4","sbroo19_e1d_1536521731261.xlsx","2018-09-09 19:24:42","e1","d","100.0","e1d"
"781","crepp1","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"782","ehamli2","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"783","vborum1","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"784","bmoral8","isds1102s4",NA,NA,NA,NA,NA,"NANA"
"785","cabide4","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"786","pmitc18","isds1102s6","pmitc18_e1b_1536187846475.xlsx","2018-09-05 22:40:10","e1","b","100.0","e1b"
"787","clundg3","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"788","ndiez3","isds1102s4","ndiez3_e1a_1536200197594.xlsx","2018-09-06 02:06:01","e1","a","100.0","e1a"
"789","isds1102s1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"790","btho165","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"791","mdesma1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"792","ytruon1","isds1102s4","ytruon1_e1a_1536188596782.xlsx","2018-09-05 22:52:40","e1","a","56.25","e1a"
"793","rfitzs3","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"794","jraffr1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"795","bpampe1","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"796","ggrem17","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"797","chundl2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"798","alafra5","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"799","jtho316","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"800","clanat1","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"801","hthor13","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"802","kcox37","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"803","wdupon3","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"804","jbogar3","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"805","tboud42","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"806","ademps3","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"807","blocic2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"808","jmarc21","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"809","vmayne1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"810","gwolf3","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"811","mcata11","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"812","gagui11","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"813","dkatzm1","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"814","gtrist1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"815","rkinzi1","isds1102s3",NA,NA,NA,NA,NA,"NANA"
"816","cpaul12","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"817","lcraig4","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"818","inicau1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"819","jsavo28","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"820","mmilto7","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"821","hblum1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"822","ttruo16","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"823","ibaile3","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"824","vnguy1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"825","agoody3","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"826","gwarri1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"827","bjaco22","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"828","mmccr13","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"829","dbrou41","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"830","klitt25","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"831","mlan151","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"832","oernes1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"833","landri4","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"834","melli39","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"835","cberg48","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"836","halfor2","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"837","ndolla1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"838","cgelpi5","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"839","lrivet4","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"840","sross28","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"841","jpere43","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"842","mmorg57","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"843","damous1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"844","bmilst2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"845","jhelto1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"846","lcole9","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"847","slabat2","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"848","tprath1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"849","lcham14","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"850","rlegen6","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"851","bgaut25","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"852","sbrou57","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"853","mmar239","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"854","jmorg82","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"855","jduco17","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"856","asotil1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"857","tbrya15","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"858","bberte2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"859","jlilli2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"860","trivet4","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"861","spoche8","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"862","bderoj1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"863","lvasil1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"864","jlopoo1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"865","bnavar6","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"866","bnavar5","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"867","chern31","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"868","dpayn18","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"869","wbeale2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"870","dmader4","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"871","lngu165","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"872","msauci4","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"873","estros3","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"874","mdowne9","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"875","ibaudr1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"876","aellef1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"877","gazar1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"878","shall41","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"879","abelan8","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"880","mjac128","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"881","hrobic2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"882","cbaref5","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"883","mdupl13","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"884","mdav258","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"885","mbour75","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"886","dcheke1","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"887","gsmit55","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"888","mkimbe2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"889","jholl51","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"890","dmckeo3","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"891","aconto1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"892","chucka5","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"893","kkwan2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"894","hdegg1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"895","jbarte4","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"896","gsigl1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"897","htouch5","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"898","troueg1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"899","abesse4","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"900","awrig58","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"901","mking61","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"902","gkilbr1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"903","jlan1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"904","bcolow1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"905","kbenn29","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"906","jkel126","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"907","kovios1","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"908","aric146","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"909","vgoodw2","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"910","atoney6","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"911","apoche9","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"912","mwortm2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"913","ccraw55","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"914","cdecel3","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"915","jgarr29","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"916","evacca2","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"917","broche4","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"918","swiega1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"919","bbuck3","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"920","kburn24","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"921","bdaig23","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"922","tchild4","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"923","lwalls5","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"924","lkilch1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"925","rdonal8","isds1102s2",NA,NA,NA,NA,NA,"NANA"
"926","ralfon2","isds1102s1",NA,NA,NA,NA,NA,"NANA"
"927","jkaram6","isds1102s8",NA,NA,NA,NA,NA,"NANA"
"928","groeli1","isds1102s2",NA,NA,NA,NA,NA,"NANA"
